municipio_id;ano_previsao;previsao_homicidios;margem_erro_k;previsao_min;previsao_max;correlacao_temporal_r;erro_padrao_se;fator_penalidade_fr;n_anos_dados
7;2020;4;0.408248290463863;3;4;0.9041944301794651;0.408248290463863;1.0;3
7;2021;4;0.408248290463863;4;5;0.9041944301794651;0.408248290463863;1.0;3
7;2022;5;0.408248290463863;4;5;0.9041944301794651;0.408248290463863;1.0;3
8;2019;3;0.0;3;3;0.8660254037844387;0.0;1.5;3
8;2020;4;0.0;4;4;0.8660254037844387;0.0;1.5;3
8;2021;5;0.0;5;5;0.8660254037844387;0.0;1.5;3
8;2022;6;0.0;6;6;0.8660254037844387;0.0;1.5;3
9;2019;1;2.041241452319315;0;3;-0.9449111825230683;2.041241452319315;1.0;3
9;2020;1;2.041241452319315;0;3;-0.9449111825230683;2.041241452319315;1.0;3
9;2021;2;2.041241452319315;0;4;-0.9449111825230683;2.041241452319315;1.0;3
9;2022;2;2.041241452319315;0;4;-0.9449111825230683;2.041241452319315;1.0;3
10;2019;0;0.0;0;0;;0.0;2.5;3
10;2020;0;0.0;0;0;;0.0;2.5;3
10;2021;0;0.0;0;0;;0.0;2.5;3
10;2022;0;0.0;0;0;;0.0;2.5;3
11;2019;0;1.0206207261596576;0;1;0.2773500981126146;0.408248290463863;2.5;3
11;2020;1;1.0206207261596576;0;2;0.2773500981126146;0.408248290463863;2.5;3
11;2021;1;1.0206207261596576;0;2;0.2773500981126146;0.408248290463863;2.5;3
11;2022;2;1.0206207261596576;1;3;0.2773500981126146;0.408248290463863;2.5;3
12;2019;1;4.08248290463863;0;5;-0.11470786693528086;1.632993161855452;2.5;3
12;2020;1;4.08248290463863;0;5;-0.11470786693528086;1.632993161855452;2.5;3
12;2021;1;4.08248290463863;0;5;-0.11470786693528086;1.632993161855452;2.5;3
12;2022;1;4.08248290463863;0;5;-0.11470786693528086;1.632993161855452;2.5;3
13;2019;0;1.0206207261596576;0;1;0.4999999999999999;0.408248290463863;2.5;3
