"Município";"Janeiro";"Fevereiro";"Marco";"Abril";"Maio";"Junho";"Julho";"Agosto";"Setembro";"Outubro";"Novembro";"Dezembro";"Total"
"431595 ROLADOR";2;1;-;-;-;-;-;-;1;1;1;2;8
"431600 ROLANTE";12;7;8;13;12;12;9;13;11;8;8;5;118
"431610 RONDA ALTA";10;9;10;4;10;8;6;9;5;7;13;4;95
"431620 RONDINHA";7;1;-;3;4;3;8;3;5;8;6;2;50
"431630 ROQUE GONZALES";9;1;6;3;-;3;6;6;4;4;1;4;47
"431640 ROSARIO DO SUL";46;40;32;33;45;46;47;47;24;32;32;16;440
"431642 SAGRADA FAMILIA";2;1;2;1;-;2;2;1;2;-;1;-;14
"431643 SALDANHA MARINHO";1;2;1;3;6;2;3;1;-;1;2;4;26
"431645 SALTO DO JACUI";7;6;5;5;7;7;12;7;9;9;5;4;83
"431647 SALVADOR DAS MISSOES";1;-;-;-;-;-;-;1;1;1;2;1;7
"431650 SALVADOR DO SUL";3;6;3;5;9;5;14;7;1;1;5;3;62
"431660 SANANDUVA";5;19;6;11;20;19;8;18;10;14;10;14;154
"431670 SANTA BARBARA DO SUL";5;5;3;6;7;5;3;4;4;6;6;7;61
"431673 SANTA CECILIA DO SUL";-;-;-;-;-;-;-;-;2;-;-;-;2
"431675 SANTA CLARA DO SUL";1;4;3;3;-;1;3;1;1;2;-;3;22
"431680 SANTA CRUZ DO SUL";153;125;119;103;154;157;157;127;105;118;125;102;1545
"431690 SANTA MARIA";349;267;278;257;306;318;312;276;255;252;231;201;3302
"431695 SANTA MARIA DO HERVAL";1;-;4;2;2;1;4;4;1;4;2;1;26
"431697 SANTA MARGARIDA DO SUL";-;1;1;1;1;-;-;-;1;3;-;1;9
"431700 SANTANA DA BOA VISTA";11;9;6;9;5;6;3;5;10;1;4;3;72
"431710 SANT'ANA DO LIVRAMENTO";100;74;42;64;75;73;74;76;61;66;68;54;827
"431720 SANTA ROSA";109;90;75;71;76;86;74;72;50;60;76;49;888
"431725 SANTA TEREZA";-;-;-;-;-;-;-;-;1;-;-;-;1
"431730 SANTA VITORIA DO PALMAR";30;26;31;21;28;31;33;27;20;23;28;23;321
"431740 SANTIAGO";65;50;43;49;57;57;45;54;55;52;42;50;619
"431750 SANTO ANGELO";142;71;83;80;93;87;94;78;74;81;80;72;1035
"431755 SANTO ANTONIO DO PALMA";-;-;1;-;-;-;-;-;1;-;-;-;2
"431760 SANTO ANTONIO DA PATRULHA";42;23;24;24;37;34;35;28;33;20;27;17;344
"431770 SANTO ANTONIO DAS MISSOES";8;3;7;9;6;2;4;3;4;3;2;2;53
"431775 SANTO ANTONIO DO PLANALTO";2;-;-;1;-;1;-;1;-;1;-;-;6
"431780 SANTO AUGUSTO";16;18;7;14;29;17;23;15;8;16;13;15;191
"431790 SANTO CRISTO";20;9;11;13;14;13;17;12;11;11;3;6;140
"431795 SANTO EXPEDITO DO SUL";-;-;-;-;-;-;-;1;-;1;1;-;3
"431800 SAO BORJA";117;52;49;52;56;47;70;59;58;48;46;39;693
"431805 SAO DOMINGOS DO SUL";1;-;2;1;1;1;-;-;2;-;1;-;9
"431810 SAO FRANCISCO DE ASSIS";23;15;10;5;14;22;22;13;12;6;11;10;163
"431820 SAO FRANCISCO DE PAULA";10;16;6;12;12;14;19;10;18;9;7;11;144
"431830 SAO GABRIEL";71;43;50;46;58;70;68;56;42;59;38;58;659
"431840 SAO JERONIMO";43;50;36;31;42;57;42;35;31;42;34;26;469
"431842 SAO JOAO DA URTIGA";2;1;2;1;1;1;1;-;-;2;-;1;12
"431843 SAO JOAO DO POLESINE";8;2;4;7;4;5;2;4;2;3;1;1;43
"431844 SAO JORGE";-;-;-;-;-;1;3;2;1;1;1;1;10
"431845 SAO JOSE DAS MISSOES";2;-;1;-;3;3;-;-;-;2;1;1;13
"431846 SAO JOSE DO HERVAL";-;1;-;1;1;-;-;1;2;2;-;1;9
"431848 SAO JOSE DO HORTENCIO";2;-;1;-;1;3;-;-;-;1;-;-;8
"431849 SAO JOSE DO INHACORA";5;4;-;2;5;-;1;2;1;1;-;3;24
"431850 SAO JOSE DO NORTE";18;14;22;11;9;19;13;16;11;10;12;19;174
"431860 SAO JOSE DO OURO";8;10;8;6;9;9;8;7;6;15;8;9;103
"431861 SAO JOSE DO SUL";-;-;-;-;-;5;3;-;-;1;-;-;9
"431862 SAO JOSE DOS AUSENTES";2;1;1;1;-;2;2;1;-;1;-;5;16
"431870 SAO LEOPOLDO";181;117;135;124;191;188;158;159;148;120;106;139;1766
"431880 SAO LOURENCO DO SUL";61;42;33;28;41;59;49;46;43;33;25;35;495
"431890 SAO LUIZ GONZAGA";89;37;36;38;65;48;58;40;39;25;34;42;551
"431900 SAO MARCOS";12;18;8;6;8;18;12;9;12;7;8;7;125
"431910 SAO MARTINHO";2;2;3;4;8;2;2;3;8;2;-;4;40
"431912 SAO MARTINHO DA SERRA";4;1;3;1;1;6;-;4;-;1;1;2;24
"431915 SAO MIGUEL DAS MISSOES";6;8;8;1;7;4;4;5;6;3;7;6;65
"431920 SAO NICOLAU";5;8;-;1;3;4;1;2;4;-;2;4;34
"431930 SAO PAULO DAS MISSOES";5;4;1;5;5;8;11;3;4;4;3;4;57
"431935 SAO PEDRO DA SERRA";-;1;-;1;-;-;-;1;-;1;-;-;4
"431936 SAO PEDRO DAS MISSOES";-;-;-;-;1;1;1;1;-;1;-;-;5
"431937 SAO PEDRO DO BUTIA";-;-;1;-;1;-;-;1;1;-;-;-;4
"431940 SAO PEDRO DO SUL";31;13;13;16;11;24;23;14;18;3;6;10;182
"431950 SAO SEBASTIAO DO CAI";22;21;12;25;22;24;30;13;14;22;15;8;228
"431960 SAO SEPE";31;26;14;22;23;18;28;19;14;19;13;17;244
"431970 SAO VALENTIM";6;1;2;6;1;5;8;5;3;3;2;2;44
"431971 SAO VALENTIM DO SUL";-;-;1;1;2;1;-;-;-;-;-;2;7
"431973 SAO VALERIO DO SUL";1;-;-;-;1;1;-;-;1;-;1;1;6
"431975 SAO VENDELINO";2;1;-;1;2;-;1;1;-;-;1;-;9
"431980 SAO VICENTE DO SUL";6;9;2;2;3;2;3;8;1;2;3;2;43
"431990 SAPIRANGA";77;65;62;60;70;90;72;53;56;57;60;58;780
"432000 SAPUCAIA DO SUL";89;77;86;78;109;107;87;81;75;73;70;78;1010
"432010 SARANDI";20;18;13;14;16;13;24;21;10;12;9;18;188
"432020 SEBERI";4;9;9;13;9;10;14;10;10;9;9;12;118
"432023 SEDE NOVA";-;-;-;-;-;1;2;1;1;-;1;1;7
"432026 SEGREDO";3;5;2;4;4;2;3;2;-;4;3;4;36
"432030 SELBACH";3;3;-;3;3;4;4;4;3;5;2;2;36
"432032 SENADOR SALGADO FILHO";1;1;-;-;-;-;-;-;1;-;-;-;3
"432035 SENTINELA DO SUL";1;5;3;2;1;4;2;3;3;1;1;2;28
"432040 SERAFINA CORREA";6;7;5;9;8;12;13;9;3;4;5;7;88
"432045 SERIO";3;2;-;2;-;1;2;2;3;-;2;-;17
"432050 SERTAO";2;-;6;3;5;7;4;4;3;2;10;2;48
"432055 SERTAO SANTANA";7;6;6;6;5;11;3;3;3;2;4;3;59
"432057 SETE DE SETEMBRO";2;-;-;1;1;-;1;-;1;-;1;-;7
"432060 SEVERIANO DE ALMEIDA";4;1;4;6;3;3;3;8;1;4;-;4;41
"432065 SILVEIRA MARTINS";-;-;-;1;3;1;1;-;-;1;2;-;9
"432067 SINIMBU";9;10;7;6;9;3;8;10;7;4;5;9;87
"432070 SOBRADINHO";15;22;21;12;15;16;17;10;12;24;14;11;189
"432080 SOLEDADE";30;27;38;31;47;47;38;32;16;18;26;28;378
"432085 TABAI";3;1;-;-;-;1;-;-;1;4;-;-;10
"432090 TAPEJARA";18;16;13;21;18;21;14;22;18;15;12;15;203
"432100 TAPERA";7;12;3;9;10;10;8;10;7;5;4;6;91
"432110 TAPES";4;5;7;2;4;15;8;4;7;10;6;3;75
"432120 TAQUARA";52;45;42;53;60;73;56;53;49;53;42;67;645
"432130 TAQUARI";21;23;16;14;22;24;18;25;16;16;18;19;232
"432132 TAQUARUCU DO SUL";3;1;-;1;3;3;-;2;1;2;-;3;19
"432135 TAVARES";4;-;2;2;2;5;2;3;6;7;4;1;38
"432140 TENENTE PORTELA";34;34;30;29;31;40;25;30;24;27;24;28;356
"432143 TERRA DE AREIA";5;7;4;5;8;5;3;6;4;4;9;8;68
"432145 TEUTONIA";32;24;25;22;42;29;30;37;21;20;23;22;327
"432146 TIO HUGO";-;-;-;1;-;1;3;-;-;1;1;1;8
"432147 TIRADENTES DO SUL";4;1;1;1;2;3;4;3;3;2;1;1;26
"432149 TOROPI";-;3;-;1;1;-;-;1;-;-;-;-;6
"432150 TORRES";45;56;40;47;40;52;57;53;41;44;40;41;556
"432160 TRAMANDAI";85;79;59;68;62;68;59;81;64;53;42;55;775
"432162 TRAVESSEIRO";-;3;-;-;-;1;-;-;-;-;-;1;5
"432163 TRES ARROIOS";3;6;1;3;3;-;4;1;-;1;1;2;25
"432166 TRES CACHOEIRAS";5;4;6;6;3;2;4;2;2;2;4;1;41
"432170 TRES COROAS";13;12;12;16;29;16;12;14;12;11;18;6;171
"432180 TRES DE MAIO";47;30;27;27;22;30;25;38;14;15;20;23;318
"432183 TRES FORQUILHAS";1;-;-;-;1;-;-;-;1;1;-;-;4
"432185 TRES PALMEIRAS";4;-;1;2;5;1;1;3;2;1;1;1;22
"432190 TRES PASSOS";32;34;31;26;27;37;36;28;28;30;13;28;350
"432195 TRINDADE DO SUL";4;3;7;2;8;5;1;5;6;3;6;2;52
"432200 TRIUNFO";26;17;13;17;18;18;15;11;10;15;10;11;181
"432210 TUCUNDUVA";13;3;7;7;5;11;5;5;3;4;7;6;76
"432215 TUNAS";2;3;1;2;-;2;1;2;2;1;1;-;17
"432218 TUPANCI DO SUL";2;-;1;-;-;-;-;-;-;-;-;-;3
"432220 TUPANCIRETA";22;14;11;8;17;19;20;13;11;13;11;13;172
"432225 TUPANDI";2;1;-;1;-;2;-;2;2;2;-;-;12
"432230 TUPARENDI";5;9;2;7;6;9;6;9;5;5;5;5;73
"432232 TURUCU";-;1;2;-;2;-;1;1;2;1;1;3;14
"432234 UBIRETAMA";1;1;-;-;-;1;-;-;-;-;-;-;3
"432235 UNIAO DA SERRA";1;-;-;-;-;1;-;-;-;-;-;1;3
"432237 UNISTALDA";1;1;-;-;-;1;1;-;1;-;-;-;5
"432240 URUGUAIANA";134;99;91;74;88;109;98;95;93;70;61;73;1085
"432250 VACARIA";65;81;64;57;77;85;71;63;72;54;60;57;806
"432252 VALE VERDE";1;-;-;-;2;1;-;1;-;-;1;-;6
"432253 VALE DO SOL";15;9;5;11;11;17;10;5;11;14;7;7;122
"432254 VALE REAL";-;2;-;-;1;-;-;2;1;1;1;2;10
"432255 VANINI";-;1;1;-;-;-;-;-;-;1;-;-;3
"432260 VENANCIO AIRES";54;50;39;53;67;71;59;50;59;50;49;43;644
"432270 VERA CRUZ";25;12;18;12;34;18;20;18;12;8;16;23;216
"432280 VERANOPOLIS";18;17;18;15;23;25;18;15;11;16;18;33;227
"432285 VESPASIANO CORREA";1;-;1;-;1;-;-;1;-;-;-;1;5
"432290 VIADUTOS";5;2;7;-;4;5;7;2;3;1;3;7;46
"432300 VIAMAO";156;112;117;108;129;125;160;122;124;107;106;109;1475
"432310 VICENTE DUTRA";4;2;8;2;2;4;4;5;2;2;2;-;37
"432320 VICTOR GRAEFF";-;-;-;1;2;1;-;-;-;-;1;1;6
"432330 VILA FLORES";-;-;1;-;-;2;1;-;1;2;-;-;7
"432335 VILA LANGARO";1;-;-;1;-;-;-;1;-;-;-;-;3
"432340 VILA MARIA";1;-;1;6;1;4;2;2;1;5;1;2;26
"432345 VILA NOVA DO SUL";2;-;-;-;1;4;1;-;2;-;1;1;12
"432350 VISTA ALEGRE";1;2;-;-;1;-;-;1;-;-;-;-;5
"432360 VISTA ALEGRE DO PRATA";1;-;2;1;1;-;-;-;-;-;-;-;5
"432370 VISTA GAUCHA";1;1;2;-;1;2;-;3;2;2;4;-;18
"432375 VITORIA DAS MISSOES";3;-;1;1;2;1;4;-;1;3;-;1;17
"432377 WESTFALIA";1;-;1;2;-;1;-;2;1;2;-;-;10
"432380 XANGRI-LA";3;2;7;1;4;5;8;3;2;6;7;9;57
"Total";10313;8536;7895;7794;9625;10466;9676;9015;8009;7703;7396;7506;103934
